scorer,,,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena,Mena
bodyparts,,,Head,Head,Snout,Snout,LeftEar,LeftEar,RightEar,RightEar,Shoulder,Shoulder,Spine1,Spine1,Spine2,Spine2,Spine3,Spine3,Spine4,Spine4,TailBase,TailBase,Tail1,Tail1,Tail2,Tail2,TailEnd,TailEnd,LeftPaw1,LeftPaw1,RightPaw1,RightPaw1,LeftPaw2,LeftPaw2,RightPaw2,RightPaw2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Grupo1R3S15,img00204.png,744.4970381984758,543.1619668196083,765.5303862257961,553.177846832618,740.4906861932718,531.1429108039966,729.4732181789612,550.173082828715,725.4668661737574,533.1460868065986,712.4462221568448,515.1175027831812,704.4335181464371,499.0920947623657,698.4239901386313,481.0635107389483,699.4255781399323,466.03969071943385,700.4271661412332,448.0111066960164,692.4144621308254,431.9856986752009,,,,,,,,,,,,
labeled-data,Grupo1R3S15,img00541.png,436.0079337977779,100.46007048337805,433.00316979387503,77.4235462146586,425.99205378476825,94.45054223677505,444.0206378081856,108.47277425498858,425.99205378476825,110.47595025759051,407.9634697613508,118.48865426799826,387.93170973533154,120.49183027060019,367.8999497093122,125.49977027710501,347.86818968329294,125.49977027710503,330.84119366117636,126.501358278406,295.78561361564255,134.51406228881373,254.72050556230283,138.5204142940176,205.6426934985555,146.53311830442533,407.9634697613508,85.43625022506635,,,,,,
labeled-data,Grupo1R3S15,img00672.png,757.5176822153883,356.8665985776284,,,769.5367382309998,356.8665985776284,743.4954501971747,354.86342257502645,757.5176822153883,347.8523065659197,757.5176822153883,327.82054653990036,756.5160942140874,308.790374515182,755.5145062127865,289.7602024904636,751.5081542075825,268.7268544631433,743.4954501971747,244.6887424319201,739.4890981919709,202.62204637727947,726.4684541750584,156.548998317435,692.4144621308254,119.49024226929922,,,,,,,,
labeled-data,Grupo1R3S15,img00702.png,700.4271661412332,528.1381468000938,700.4271661412332,552.176258831317,711.4446341555439,524.1317947948899,687.4065221243206,529.1397348013948,697.4224021373303,513.1143267805793,697.4224021373303,497.08891875976377,695.4192261347283,476.05557073244347,700.4271661412332,458.02698670902606,701.4287541425342,429.982522672599,701.4287541425342,405.9444106413758,707.43828215034,359.8713625815313,711.4446341555439,319.80784252949263,707.43828215034,261.7157384540365,,,,,,,,
labeled-data,Grupo1R3S15,img01057.png,621.3017140384568,689.3938150095495,627.3112420462626,662.3509389744233,611.2858340254471,692.3985790134524,632.3191820527675,698.4081070212582,620.3001260371558,703.416047027763,619.2985380358549,721.4446310511804,621.3017140384568,738.4716270732969,629.3144180488646,756.5002110967142,639.3302980618743,771.5240311162288,641.3334740644761,791.5557911422482,613.289010028049,808.5827871643645,570.2207259721074,812.5891391695684,542.1762619356805,794.560555146151,586.246133992923,714.4335150420736,,,603.2731300150394,771.5240311162288,,
labeled-data,Grupo1R3S15,img01271.png,770.5383262323007,544.1635548209092,799.5843782700288,541.1587908170063,766.531974227097,533.1460868065986,771.5399142336018,557.1841988378218,758.5192702166892,548.1699068261131,741.4922741945727,556.1826108365209,733.4795701841651,564.1953148469286,709.441458152942,580.220722867744,696.4208141360293,590.2366028807537,683.4001701191166,599.2508948924624,649.3461780748839,634.3064749379963,620.3001260371559,664.3541149770252,575.2286659786123,677.3747589939378,,,,,,,,
labeled-data,Grupo1R3S15,img02026.png,192.62204948164288,332.8284865464052,211.6522215063613,342.8443665594149,192.62204948164288,322.8126065333955,187.6141094751381,345.8491305633178,183.6077574699342,327.82054653990036,167.58234944911874,323.81419453469647,148.55217742440038,318.8062545281917,128.52041739838103,311.7951385190849,105.48389336845878,303.78243450867717,86.45372134374043,287.7570264878617,73.43307732682786,263.71891445663846,61.41402131121623,222.65380640329883,100.47595336195394,200.61887037467756,,,161.57282144131295,348.85389456722066,,,100.47595336195394,343.8459545607158
labeled-data,Grupo1R3S15,img02323.png,665.3715860956994,252.70144644232784,643.336650067078,245.69033043322108,657.3588820852916,264.72050245793946,673.3842901061071,243.68715443061913,675.3874661087091,260.71415045273557,692.4144621308254,274.73638247094914,708.4398701516409,292.7649664943665,724.4652781724565,311.7951385190849,729.4732181789612,336.83483855160904,722.4621021698545,358.86977458023034,739.4890981919709,405.9444106413758,746.5002142010776,448.0111066960164,733.4795701841651,482.0650987402493,,,,,,,,
labeled-data,Grupo1R3S15,img02536.png,325.8332536546716,697.4065190199572,304.7999056273512,726.4525710576852,333.84595766507925,702.414459026462,316.8189616429628,685.3874630043456,332.84436966377825,687.3906390069475,342.86024967678793,673.3684069887339,352.8761296897977,652.3350589614137,361.8904217015063,634.3064749379962,366.8983617080112,618.2810669171809,370.9047137132151,604.2588348989673,378.91741772362275,563.1937268456276,375.91265371971986,519.1238547883851,394.9428257444382,473.0508067285406,,,,,,,,
labeled-data,Grupo1R3S15,img02935.png,564.2111979643017,790.5542031409472,538.1699099304766,797.5653191500539,569.2191379708065,803.5748471578597,559.2032579577968,777.5335591240346,576.2302539799133,789.5526151396462,597.2636020072335,789.5526151396462,620.3001260371558,784.5446751331414,637.3271220592723,779.5367351266365,654.3541180813888,774.5287951201316,670.3795261022042,770.5224431149278,712.4462221568448,760.5065631019181,747.5018022023787,731.4605110641901,765.5303862257961,694.4017550160543,593.2572500020298,755.4986230954133,593.2572500020298,755.4986230954133,593.2572500020298,751.4922710902096,,
